ensembl_gene_id,symbol,logFC,t,P.Value,p.adj
ENSG00000152240,HAUS1,-0.515921646,-1.927505779,0.062025107,0.195640824315838
ENSG00000152242,C18orf25,-0.245443657,-1.019331491,0.315007693,0.556935478722275
ENSG00000152253,SPC25,1.046981495,0.855627255,0.397996685,0.634619918442049
ENSG00000152256,PDK1,-0.612828201,-1.769239585,0.085526802,0.243451530391135
ENSG00000152270,PDE3B,-3.161037218,-6.271347981,3.33e-07,1.45447867803838e-05
ENSG00000152284,TCF7L1,-1.462096562,-1.817633785,0.07764888,0.228474189428325
ENSG00000152291,TGOLN2,0.466122125,2.29260639,0.02796675,0.111480613689434
ENSG00000152315,KCNK13,0.360366173,0.359906535,0.721069659,0.858935393650928
ENSG00000152332,UHMK1,0.433623046,1.757350718,0.087562165,0.247459028898469
ENSG00000152348,ATG10,0.705753804,0.913004698,0.367457595,0.608419724666586
ENSG00000152359,POC5,1.029317571,1.238861877,0.223602574,0.454324412655227
ENSG00000152377,SPOCK1,1.762981239,1.401871702,0.169719268,0.381217018089912
ENSG00000152380,FAM151B,-0.781470407,-0.678043777,0.502181527,0.718365599786328
ENSG00000152382,TADA1,0.260107576,0.946069718,0.350569014,0.591748691157617
ENSG00000152402,GUCY1A2,0.324866289,0.396445621,0.694171936,0.843023008593787
ENSG00000152404,CWF19L2,-0.158043651,-0.820366557,0.417533681,0.650799692089705
ENSG00000152409,JMY,-0.832645938,-2.843153943,0.00739215,0.0414985455604275
ENSG00000152413,HOMER1,0.014727717,0.014851492,0.988234604,0.994986034745896
ENSG00000152422,XRCC4,0.350928153,1.294999065,0.203758833,0.428756617307929
ENSG00000152433,ZNF547,2.488795105,1.955909162,0.058457042,0.187547769047768
ENSG00000152439,ZNF773,0.42508242,1.437012943,0.159553087,0.366653487365676
ENSG00000152443,ZNF776,0.757585516,0.946077682,0.350565009,0.591748691157617
ENSG00000152454,ZNF256,1.545154208,1.787507024,0.082477245,0.237557880823141
ENSG00000152455,SUV39H2,0.394848456,0.433671851,0.66717575,0.826055922559686
ENSG00000152457,DCLRE1C,0.469624628,2.320455815,0.026239512,0.10665008002381
ENSG00000152464,RPP38,-0.516403923,-2.242809237,0.031311542,0.121026747727273
ENSG00000152465,NMT2,-0.509171004,-1.677897961,0.102234655,0.274781281365425
ENSG00000152475,ZNF837,-0.925182667,-0.915258559,0.366289854,0.607315933697904
ENSG00000152484,USP12,-0.051817814,-0.275022653,0.784908345,0.895397071987693
ENSG00000152492,CCDC50,1.503068381,2.571622969,0.01450613,0.0691708736149907
ENSG00000152495,CAMK4,-8.5974069,-10.37802815,3.01e-12,4.097e-09
ENSG00000152503,TRIM36,1.667577703,1.565316563,0.126464589,0.315468473656235
ENSG00000152518,ZFP36L2,-1.277252722,-4.88127048,2.27e-05,0.000437039003759399
ENSG00000152520,PAN3,-0.124142036,-0.734158142,0.467719707,0.691724547162289
ENSG00000152527,PLEKHH2,-4.927629267,-4.116798126,0.000220972,0.00275173946504559
ENSG00000152556,PFKM,-0.365752421,-0.499736119,0.620373647,0.795564927932578
ENSG00000152558,TMEM123,-0.980861074,-3.421655649,0.001594011,0.0128606992260733
ENSG00000152582,SPEF2,-0.888605818,-1.514317717,0.138882801,0.335378307024048
ENSG00000152601,MBNL1,-0.014114224,-0.0826677,0.934584555,0.970347927479726
ENSG00000152620,NADK2,0.929187462,1.14585128,0.259594889,0.496434027367905
ENSG00000152642,GPD1L,-0.084604372,-0.274422956,0.785365379,0.895780055056514
ENSG00000152661,GJA1,0.496761746,0.384488093,0.702932196,0.848730757695391
ENSG00000152670,DDX4,-0.062441032,-0.072307237,0.942767116,0.974805843307009
ENSG00000152672,CLEC4F,2.044719011,2.501459197,0.017171867,0.0785636300949084
ENSG00000152683,SLC30A6,0.593497947,1.033927442,0.308228633,0.549526853525239
ENSG00000152684,PELO,-0.456471784,-0.513325332,0.610934033,0.790936210959047
ENSG00000152689,RASGRP3,-2.588409649,-2.758978577,0.009142116,0.0488971922349869
ENSG00000152700,SAR1B,-0.075003693,-0.361321072,0.720021374,0.858527546865689
ENSG00000152705,CATSPER3,0.44574979,0.431355714,0.66884281,0.826939933766218
ENSG00000152749,GPR180,0.383046442,0.874787421,0.387625465,0.62518258251653
ENSG00000152763,WDR78,0.85065602,0.873848942,0.38812942,0.625458713711454
ENSG00000152766,ANKRD22,0.49826933,0.455763804,0.651361948,0.815675920910452
ENSG00000152767,FARP1,2.24061309,2.280550024,0.028745698,0.113481523131625
ENSG00000152778,IFIT5,-0.329716097,-0.893343885,0.377746397,0.617223812917365
ENSG00000152782,PANK1,-0.478946809,-0.417542561,0.678820098,0.832527928970852
ENSG00000152784,PRDM8,-0.249034502,-0.27418051,0.785550171,0.895891061849182
ENSG00000152785,BMP3,1.635002055,2.044111682,0.048487687,0.165159672130861
ENSG00000152795,HNRNPDL,-0.230691933,-2.009555305,0.052201065,0.173450843121453
ENSG00000152804,HHEX,8.767451511,7.423460864,1.06e-08,1.08030348258706e-06
ENSG00000152818,UTRN,1.187639721,6.65479468,1.05e-07,5.89294520547945e-06
ENSG00000152822,GRM1,1.234211194,1.614605058,0.115334965,0.29655883033576
ENSG00000152894,PTPRK,-1.675656661,-1.484773623,0.146513687,0.34789995110641
ENSG00000152904,GGPS1,-1.08833441,-5.706318999,1.85e-06,5.85738021638331e-05
ENSG00000152926,ZNF117,0.84128342,1.232411301,0.225972192,0.456914431308725
ENSG00000152939,MARVELD2,-2.368523815,-1.758643363,0.087338909,0.246986038776919
ENSG00000152942,RAD17,0.279542534,1.437314745,0.159467904,0.366563359566315
ENSG00000152944,MED21,0.13030709,0.621520691,0.538265778,0.744522245937205
ENSG00000152952,PLOD2,0.756291074,0.901211017,0.373607371,0.613642318387989
ENSG00000152953,STK32B,2.462324275,2.32442957,0.026001053,0.106017430474721
ENSG00000152969,JAKMIP1,-0.977579464,-0.886923121,0.381146225,0.620157300963066
ENSG00000152990,ADGRA3,5.541906339,4.388217897,9.94e-05,0.00143901696113074
ENSG00000153006,SREK1IP1,-0.274821588,-1.511979195,0.139474947,0.336253299905261
ENSG00000153012,LGI2,0.553537385,0.844678946,0.404000499,0.638485568471119
ENSG00000153015,CWC27,-0.023267426,-0.11235716,0.911179172,0.95937013458162
ENSG00000153029,MR1,0.246129457,1.276342135,0.210200085,0.437081456562627
ENSG00000153037,SRP19,0.312983008,1.939076539,0.060549486,0.192507797036778
ENSG00000153044,CENPH,0.636003134,1.005480409,0.321534662,0.563538462617214
ENSG00000153046,CDYL,0.784871424,3.349978493,0.001939913,0.015012889234983
ENSG00000153048,CARHSP1,0.641773683,2.251503504,0.030702924,0.1192625671109
ENSG00000153064,BANK1,3.087424261,2.156324593,0.037978418,0.139192984142218
ENSG00000153066,TXNDC11,-0.010774032,-0.060837644,0.951832973,0.979007004429998
ENSG00000153071,DAB2,9.074279459,9.372433714,4.29e-11,2.29332073170732e-08
ENSG00000153093,ACOXL,2.149731686,2.196467316,0.034741202,0.130558342133553
ENSG00000153094,BCL2L11,0.243560147,0.542057046,0.591197868,0.779474050716354
ENSG00000153107,ANAPC1,-0.19295743,-0.861916389,0.394573353,0.63116939509252
ENSG00000153113,CAST,0.136647696,0.886388192,0.381430354,0.620471754283332
ENSG00000153130,SCOC,-0.152036312,-0.610377693,0.545536547,0.749922929936921
ENSG00000153132,CLGN,0.687409912,0.642773484,0.52454036,0.734012519611995
ENSG00000153140,CETN3,-0.390418346,-1.278396844,0.209483256,0.436414573289942
ENSG00000153147,SMARCA5,-0.015776812,-0.090840822,0.928134565,0.967820644643675
ENSG00000153162,BMP6,0.086627535,0.084918993,0.932807434,0.96973155470642
ENSG00000153179,RASSF3,-1.883504049,-4.531853369,6.48e-05,0.00101796625766871
ENSG00000153187,HNRNPU,0.195204921,1.575062391,0.124197239,0.311786818739583
ENSG00000153201,RANBP2,-0.262533908,-1.078978124,0.287943124,0.529062238329895
ENSG00000153207,AHCTF1,-0.485067079,-1.904237434,0.065086669,0.202137722023196
ENSG00000153208,MERTK,-0.152980552,-0.096406343,0.923745208,0.965750769923446
ENSG00000153214,TMEM87B,-1.005539058,-3.84436903,0.000485971,0.00514585317312662
ENSG00000153233,PTPRR,3.104174771,2.778304102,0.008709193,0.0471479436059725
ENSG00000153234,NR4A2,0.115918889,0.207242495,0.837015957,0.922343768575309
ENSG00000153250,RBMS1,-0.001056214,-0.006513241,0.994840033,0.997713604034319
ENSG00000153253,SCN3A,-0.021505443,-0.02757222,0.978159225,0.990038177056804
ENSG00000153283,CD96,-0.187835246,-1.02057515,0.314426124,0.556348153528675
ENSG00000153291,SLC25A27,0.010124057,0.008800641,0.993027935,0.997116673127543
ENSG00000153310,FAM49B,1.185100094,6.063561543,6.25e-07,2.39310747663551e-05
ENSG00000153317,ASAP1,-0.275379874,-0.976375546,0.335547823,0.577912994295864
ENSG00000153339,TRAPPC8,0.788685206,1.581853072,0.122637037,0.309133524121447
ENSG00000153347,FAM81B,-1.022340178,-0.926278627,0.360615096,0.602544881040783
ENSG00000153363,LINC00467,0.606026967,0.858625665,0.396362253,0.632949855995089
ENSG00000153391,INO80C,0.096603585,0.417162669,0.679095337,0.832561372819738
ENSG00000153395,LPCAT1,2.824470922,9.263961172,5.76e-11,2.59331382978723e-08
ENSG00000153404,PLEKHG4B,-1.200988371,-1.044813245,0.30323873,0.544638607421334
ENSG00000153406,NMRAL1,-0.377562047,-1.390635511,0.173074651,0.385373285405978
ENSG00000153443,UBALD1,0.649103626,2.30265,0.027332388,0.10967756477571
ENSG00000153485,TMEM251,0.141240859,0.26111853,0.795524352,0.900846674998342
ENSG00000153487,ING1,0.19603356,0.767504754,0.447904551,0.674805084006398
ENSG00000153495,TEX29,0.169929448,0.204195688,0.839377807,0.92364924669075
ENSG00000153531,ADPRHL1,-0.603488459,-0.512776831,0.611313756,0.791165322134285
ENSG00000153551,CMTM7,-2.726626493,-6.489049108,1.72e-07,8.67837438423645e-06
ENSG00000153558,FBXL2,1.737254427,1.645618358,0.108753014,0.285506278583878
ENSG00000153560,UBP1,0.114946424,0.528837539,0.600240568,0.785322651715417
ENSG00000153561,RMND5A,1.095966131,3.058438463,0.004236771,0.0273613663098991
ENSG00000153563,CD8A,4.819669474,3.90385629,0.000409686,0.00449754432475884
ENSG00000153574,RPIA,0.13628205,0.899295098,0.374612661,0.614751290602019
ENSG00000153714,LURAP1L,0.555986958,0.580422494,0.565330986,0.762095633601606
ENSG00000153721,CNKSR3,1.589968161,1.16483697,0.251926482,0.488234296565131
ENSG00000153767,GTF2E1,0.25334011,0.800139624,0.42900251,0.659619936752233
ENSG00000153774,CFDP1,-0.311324761,-1.506465459,0.140879126,0.338642207945318
ENSG00000153786,ZDHHC7,0.598528261,1.768008467,0.085735701,0.243726871355121
ENSG00000153790,C7orf31,0.803383692,1.085421541,0.285120293,0.525998667336545
ENSG00000153814,JAZF1,2.14325286,4.975472539,1.71e-05,0.000348550746268657
ENSG00000153815,CMIP,1.121873364,2.729964159,0.009829824,0.0517113365793528
ENSG00000153822,KCNJ16,-0.451069259,-0.548766484,0.586633451,0.776801637803309
ENSG00000153823,PID1,2.330741348,2.029587342,0.050019317,0.168471836360572
ENSG00000153827,TRIP12,0.200026389,0.988260953,0.329776492,0.571925678012783
ENSG00000153832,FBXO36,1.719614344,1.543871995,0.131572024,0.323326884793666
ENSG00000153879,CEBPG,0.081037498,0.396099293,0.69442507,0.843180461084109
ENSG00000153885,KCTD15,-4.416608235,-3.170366328,0.003150024,0.0218497559140149
ENSG00000153896,ZNF599,0.014054487,0.014593923,0.988438636,0.995012230604668
ENSG00000153898,MCOLN2,-3.050600368,-4.392289285,9.82e-05,0.00142668581560284
ENSG00000153902,LGI4,-3.566535192,-3.777259663,0.000588638,0.0059635259297725
ENSG00000153904,DDAH1,0.4774324,0.502802829,0.618237601,0.794325963093491
ENSG00000153914,SREK1,0.063995447,0.371057666,0.712820767,0.854046235334523
ENSG00000153922,CHD1,-0.214347362,-0.975242581,0.336101491,0.578526093869003
ENSG00000153930,ANKFN1,-0.201576471,-0.285389002,0.77702043,0.891261019849384
ENSG00000153933,DGKE,-0.136946677,-0.43952098,0.662973424,0.823191331715359
ENSG00000153936,HS2ST1,0.701936773,0.893499465,0.37766426,0.617138829459158
ENSG00000153944,MSI2,-0.856999,-3.277767656,0.002360414,0.0174622899205489
ENSG00000153975,ZUFSP,0.201094455,0.802132203,0.427864285,0.658710347078386
ENSG00000153982,GDPD1,1.027981483,1.401121627,0.169941662,0.38138200548532
ENSG00000153989,NUS1,-0.122832375,-0.546378204,0.58825624,0.777863560734981
ENSG00000154001,PPP2R5E,0.733932226,1.840268651,0.074181108,0.221193594960699
ENSG00000154016,GRAP,-2.039846486,-2.761503519,0.009084437,0.0486816674666492
ENSG00000154027,AK5,-0.816731265,-0.773256346,0.444537823,0.671903024186398
ENSG00000154059,IMPACT,-0.300885693,-0.421078231,0.676260584,0.831624328445191
ENSG00000154065,ANKRD29,-1.840288782,-1.606580157,0.11709032,0.299899375493873
ENSG00000154079,SDHAF4,-0.76701065,-2.301517953,0.027403236,0.10981919940043
ENSG00000154099,DNAAF1,0.077870488,0.068221525,0.945995743,0.976159721708392
ENSG00000154102,C16orf74,-1.345354617,-1.929270428,0.061798074,0.195299837378895
ENSG00000154114,TBCEL,0.130838123,0.168198762,0.867390605,0.937404196434978
ENSG00000154122,ANKH,-1.513825667,-5.375933745,5.07e-06,0.000130312358845671
ENSG00000154124,OTULIN,0.595089042,2.288021798,0.028260692,0.112229922155857
ENSG00000154127,UBASH3B,-0.237906405,-0.503226404,0.617942833,0.794187774264697
ENSG00000154133,ROBO4,0.287320617,0.417761662,0.678661375,0.832483598996108
ENSG00000154134,ROBO3,0.352369143,0.567204866,0.574178369,0.768761038494444
ENSG00000154144,TBRG1,-0.086459921,-0.864136737,0.393369212,0.629928574523568
ENSG00000154146,NRGN,-0.996218666,-1.3899286,0.173287468,0.385763288630732
ENSG00000154153,FAM134B,-3.609077146,-3.594948734,0.000985207,0.00887341766593407
ENSG00000154165,GPR15,-7.180937382,-4.898802313,2.15e-05,0.000416283081285444
ENSG00000154174,TOMM70A,-0.199786476,-0.655005763,0.516726139,0.728862950149752
ENSG00000154175,ABI3BP,-0.522417123,-0.447574398,0.657205502,0.820155632559854
ENSG00000154188,ANGPT1,1.466709765,1.374600974,0.177952215,0.392395169459096
ENSG00000154217,PITPNC1,0.407199765,0.686142321,0.497122818,0.714435311262102
ENSG00000154222,CC2D1B,0.728592336,1.077375792,0.288648141,0.529670167630778
ENSG00000154227,CERS3,-2.360767712,-2.133286387,0.039954763,0.144275219470298
ENSG00000154229,PRKCA,-3.295362018,-5.791804808,1.43e-06,4.67948083067093e-05
ENSG00000154237,LRRK1,-1.671306302,-1.509215311,0.140177412,0.337509906537377
ENSG00000154240,CEP112,-3.764091164,-4.548089549,6.18e-05,0.000982898291925466
ENSG00000154258,ABCA9,0.441927981,0.366802486,0.715964408,0.856413885509751
ENSG00000154262,ABCA6,2.580208504,2.562826177,0.014818125,0.0703135195472441
ENSG00000154263,ABCA10,0.671222983,0.555761201,0.581893173,0.773631354182892
ENSG00000154265,ABCA5,-0.223001868,-0.604347044,0.549492622,0.752480537580721
ENSG00000154269,ENPP3,1.557267059,1.224945175,0.228738155,0.460149376919866
ENSG00000154274,C4orf19,0.92084305,0.867751872,0.391413624,0.62803046004895
ENSG00000154277,UCHL1,1.72539251,1.661735892,0.105456658,0.280191911690013
ENSG00000154305,MIA3,-0.147450198,-1.070882159,0.291517723,0.532700676223134
ENSG00000154309,DISP1,1.301532066,1.163587565,0.252426005,0.488832367996975
ENSG00000154310,TNIK,-0.282528776,-1.253096567,0.218439145,0.447651649192177
ENSG00000154316,TDH,0.857566217,0.647296336,0.521643732,0.731888089820903
ENSG00000154319,FAM167A,3.798316718,3.090821682,0.003890432,0.0257082256516129
ENSG00000154328,NEIL2,0.264347338,0.308373143,0.759617849,0.880875210181422
ENSG00000154358,OBSCN,-1.938431894,-2.51609691,0.016581255,0.0765705610178088
ENSG00000154359,LONRF1,0.165262327,0.42068453,0.676545396,0.831727862922791
ENSG00000154370,TRIM11,0.431384879,1.852480948,0.072365559,0.217617216106136
ENSG00000154429,CCSAP,-0.52832719,-0.679099877,0.501520233,0.718065173387266
ENSG00000154447,SH3RF1,5.848477489,4.66090663,4.41e-05,0.000757876258389262
ENSG00000154451,GBP5,0.312501928,0.244518938,0.808250131,0.908499335574328
ENSG00000154473,BUB3,-0.072507498,-0.581498161,0.564613992,0.761630292777558
ENSG00000154479,CCDC173,1.475187689,1.977867955,0.055821739,0.181573731724357
ENSG00000154485,MMP21,-1.080713423,-1.027960032,0.310987928,0.552379060528917
ENSG00000154493,C10orf90,-0.092593869,-0.16235019,0.871959428,0.939899964810576
ENSG00000154511,FAM69A,-0.633075196,-1.551943658,0.129630358,0.32078737420029
ENSG00000154518,ATP5G3,-0.001892618,-0.011516973,0.990876082,0.995811442486509
ENSG00000154548,SRSF12,2.077624289,2.02218237,0.05081635,0.170427788105763
ENSG00000154556,SORBS2,2.325337379,1.869413139,0.069911197,0.212462859299807
ENSG00000154582,TCEB1,-0.194731741,-1.252615946,0.218612014,0.447916293937788
ENSG00000154589,LY96,-4.40362034,-4.200535086,0.000172931,0.00226068381301851
ENSG00000154611,PSMA8,1.488056621,1.1501544,0.257842225,0.494836172364871
ENSG00000154620,TMSB4Y,0.389447449,0.790933098,0.434285371,0.66409758689991
ENSG00000154639,CXADR,-3.077776288,-2.99290809,0.00502871,0.031074848974359
ENSG00000154640,BTG3,-1.329369061,-4.272466606,0.000139959,0.00190577195348837
ENSG00000154642,C21orf91,-0.050323301,-0.162982815,0.871465012,0.939780890633421
ENSG00000154645,CHODL,-0.026279428,-0.021983775,0.982585172,0.992175149032385
ENSG00000154654,NCAM2,1.727171502,1.940711903,0.060343394,0.192014095181733
ENSG00000154655,L3MBTL4,6.404848511,4.849736847,2.5e-05,0.000474189814814815
ENSG00000154678,PDE1C,4.75041923,6.144782053,4.89e-07,1.98359702970297e-05
ENSG00000154710,RABGEF1,0.264904649,0.91614011,0.365833774,0.607006711517091
ENSG00000154719,MRPL39,-0.52282716,-3.121275153,0.003589338,0.0242086713265306
ENSG00000154723,ATP5J,-0.34436435,-1.814892695,0.078078034,0.229111664015184
ENSG00000154727,GABPA,-0.138062834,-0.508478451,0.614293254,0.79238066294251
ENSG00000154734,ADAMTS1,10.48991476,6.611371287,1.19e-07,6.44898148148148e-06
ENSG00000154736,ADAMTS5,-0.669184251,-0.787966354,0.435996057,0.66537876984616
ENSG00000154743,TSEN2,-0.463235852,-0.894260333,0.377262728,0.616699797115385
ENSG00000154760,SLFN13,2.923939215,7.816027497,3.38e-09,4.98124460431655e-07
ENSG00000154764,WNT7A,-10.95230648,-9.252170498,5.95e-11,2.59331382978723e-08
ENSG00000154767,XPC,-0.422928986,-1.65108688,0.107625187,0.284205059128109
ENSG00000154781,CCDC174,0.006158972,0.037142176,0.970581701,0.987188665535448
ENSG00000154783,FGD5,-0.344319716,-0.329888505,0.743441421,0.87158262078488
ENSG00000154803,FLCN,-0.361784727,-1.050942514,0.300453932,0.542034240160282
ENSG00000154813,DPH3,0.471565377,2.059023512,0.046958085,0.161505961472218
ENSG00000154814,OXNAD1,-1.332471318,-2.503703269,0.01708009,0.0783092308974933
ENSG00000154822,PLCL2,0.533505592,2.561635185,0.014860836,0.0704812789953704
ENSG00000154832,CXXC1,0.167216273,0.875354292,0.387321262,0.624893758531149
ENSG00000154839,SKA1,2.487309623,1.896410592,0.066145313,0.204341236134067
ENSG00000154845,PPP4R1,0.439459895,1.768880182,0.085587742,0.243542838570635
ENSG00000154856,APCDD1,1.3536195,1.706861374,0.096665151,0.264907775014716
ENSG00000154874,CCDC144B,-0.272877387,-0.314054253,0.755335465,0.877903375916312
ENSG00000154889,MPPE1,0.479899132,2.917982528,0.006104624,0.0360903961443001
ENSG00000154898,CCDC144CP,2.684198175,2.884756689,0.006647923,0.0383210907004219
ENSG00000154914,USP43,7.750648431,6.715951714,8.71e-08,5.09783857142857e-06
ENSG00000154917,RAB6B,-1.383934296,-1.288388324,0.206023822,0.431533537185072
ENSG00000154920,EME1,0.481392264,0.441342463,0.661667022,0.822260577094025
ENSG00000154928,EPHB1,-0.246617153,-0.189847878,0.850520003,0.929568492848263
ENSG00000154930,ACSS1,1.296030483,3.637031973,0.000875444,0.00813821462341198
ENSG00000154945,ANKRD40,0.073747862,0.245465659,0.807522883,0.907959067910149
ENSG00000154957,ZNF18,0.185884773,0.391900517,0.697496806,0.844765562755705
ENSG00000154975,CA10,-0.021118199,-0.021782588,0.98274452,0.992238232155355
ENSG00000154978,VOPP1,-0.557431626,-2.042399515,0.048666078,0.165629607547765
ENSG00000155008,APOOL,0.280293911,0.50389968,0.61747443,0.793934452582852
ENSG00000155011,DKK2,2.630874628,3.452308455,0.001464897,0.0120499743617021
ENSG00000155016,CYP2U1,0.384626374,0.558648039,0.579942237,0.772571427197152
ENSG00000155034,FBXL18,0.024498913,0.030613014,0.975751257,0.989140187912316
ENSG00000155066,PROM2,1.264100794,1.473293052,0.149567804,0.35213491809792
ENSG00000155085,AK9,0.631403813,1.926098587,0.062206666,0.195986396956321
ENSG00000155090,KLF10,0.968269819,2.327469093,0.025819976,0.105610129180475
ENSG00000155093,PTPRN2,0.456871896,0.518995058,0.607015343,0.788689816171751
ENSG00000155096,AZIN1,0.38197639,1.525522682,0.136073518,0.330660262897983
ENSG00000155097,ATP6V1C1,0.147122379,0.485728443,0.630172681,0.801906284649335
ENSG00000155099,TMEM55A,-1.262385578,-4.392538965,9.81e-05,0.00142624449964514
ENSG00000155100,OTUD6B,0.340296261,1.189678231,0.242143648,0.476519364248319
ENSG00000155111,CDK19,0.694489391,1.679323865,0.101954357,0.274193908775765
ENSG00000155115,GTF3C6,-0.325390313,-2.01275062,0.051847583,0.17248394949253
ENSG00000155158,TTC39B,0.414151239,1.395541815,0.171603207,0.383430595047448
ENSG00000155189,AGPAT5,0.320456606,0.643555292,0.524039043,0.733819695494224
ENSG00000155229,MMS19,0.025030397,0.076407226,0.939528194,0.972965727419746
ENSG00000155252,PI4K2A,1.009029916,4.00663405,0.000304467,0.00354576833143832
ENSG00000155254,MARVELD1,-2.44999442,-2.040321321,0.048883378,0.166167629841599
ENSG00000155256,ZFYVE27,0.086756007,0.440992204,0.661918152,0.82227976614433
ENSG00000155265,GOLGA7B,-3.325595857,-2.79947123,0.008256979,0.0452257258863636
ENSG00000155275,TRMT44,0.798223026,1.421208222,0.164064309,0.373499452385291
ENSG00000155287,SLC25A28,-0.493517554,-3.455359329,0.00145261,0.0119793542069243
ENSG00000155304,HSPA13,0.170408469,0.538462102,0.593650489,0.780976972717496
ENSG00000155307,SAMSN1,-1.934077821,-5.805817265,1.37e-06,4.51196945337621e-05
ENSG00000155313,USP25,0.198902968,0.688646033,0.495564638,0.713196684658564
ENSG00000155324,GRAMD3,-0.144356639,-0.164147772,0.8705547,0.939287529205731
ENSG00000155329,ZCCHC10,0.024225937,0.145671581,0.88501249,0.946709183167102
ENSG00000155330,C16orf87,0.035408454,0.157388674,0.875838797,0.941665761640949
ENSG00000155363,MOV10,0.104977172,0.694850534,0.491715029,0.710601930798236
ENSG00000155366,RHOC,3.670138137,7.979635151,2.11e-09,3.57217768595041e-07
ENSG00000155367,PPM1J,0.576712604,0.467764006,0.642839485,0.810922276631874
ENSG00000155368,DBI,0.556373572,2.716046441,0.010176494,0.053017670292472
ENSG00000155380,SLC16A1,-1.181763667,-1.277797592,0.209692127,0.436627690749644
ENSG00000155393,HEATR3,0.729188916,2.635467072,0.012416717,0.0615821140851888
ENSG00000155438,NIFK,-0.229164087,-1.245135177,0.221315907,0.4515144263415
ENSG00000155463,OXA1L,-0.228355322,-1.332539699,0.191253855,0.410889902430519
ENSG00000155465,SLC7A7,1.580186662,1.4427106,0.157950979,0.364290227968363
ENSG00000155506,LARP1,-0.403369619,-2.639552848,0.012292953,0.0612554468997811
ENSG00000155508,CNOT8,-0.113402587,-0.660318646,0.513351862,0.726242205797832
ENSG00000155530,LRGUK,1.236772906,1.213912901,0.232871166,0.465350581742077
ENSG00000155542,SETD9,1.005112018,0.950757115,0.348217027,0.589210728414554
ENSG00000155545,MIER3,0.369234399,1.011115568,0.318868201,0.560870195946271
ENSG00000155561,NUP205,-0.13263556,-0.538398976,0.5936936,0.780976972717496
ENSG00000155592,ZKSCAN2,1.159165729,1.522664279,0.136785787,0.331681112638462
ENSG00000155621,C9orf85,0.726997206,1.998131927,0.053482019,0.176393360041056
ENSG00000155629,PIK3AP1,7.363426034,7.40041239,1.14e-08,1.13916585365854e-06
ENSG00000155636,RBM45,-0.207821277,-0.875691833,0.387140197,0.62484451366601
ENSG00000155640,C10orf12,1.300154648,2.158311184,0.037812127,0.138764138587424
ENSG00000155657,TTN,-1.521467489,-2.798179295,0.00828394,0.04532305976502
ENSG00000155659,VSIG4,0.368700163,0.413108801,0.682035215,0.834617167220729
ENSG00000155660,PDIA4,0.514714574,2.110892774,0.041962474,0.149417917589084
ENSG00000155666,KDM8,0.172304965,0.37655924,0.708763853,0.851555866786217
ENSG00000155729,KCTD18,0.729492238,1.104310299,0.276957925,0.516561854430535
ENSG00000155744,FAM126B,1.333385193,1.557419747,0.128326325,0.318368023207581
ENSG00000155749,ALS2CR12,0.733352124,0.700276061,0.488362503,0.708083212379857
ENSG00000155755,TMEM237,1.288161,1.302319521,0.201272794,0.425190593491802
ENSG00000155760,FZD7,-1.751627439,-1.53004761,0.134952087,0.328793232896646
ENSG00000155792,DEPTOR,-0.649321492,-0.505088325,0.616647876,0.793565364699491
ENSG00000155816,FMN2,-0.847668245,-1.004459636,0.322019294,0.5640048440625
ENSG00000155827,RNF20,0.099920763,0.513521948,0.610797945,0.790936210959047
ENSG00000155846,PPARGC1B,-0.268546163,-0.272840223,0.786571961,0.896138213565986
ENSG00000155849,ELMO1,-0.273113238,-1.636590106,0.110636325,0.288454259593356
ENSG00000155850,SLC26A2,-1.086765661,-1.036069157,0.307242448,0.548580279550248
ENSG00000155858,LSM11,-0.157534785,-0.156830396,0.876275508,0.941736334036928
ENSG00000155868,MED7,0.346319567,1.075082207,0.289659416,0.530739994343471
ENSG00000155875,SAXO1,0.121340456,0.127684687,0.899125916,0.953614297525498
ENSG00000155876,RRAGA,0.678873247,0.863150104,0.393903997,0.630400263948828
ENSG00000155886,SLC24A2,0.825703014,1.171313015,0.249348827,0.485398663287411
ENSG00000155893,PXYLP1,1.061204911,1.250470398,0.21938497,0.448826636417657
ENSG00000155903,RASA2,0.557210471,2.077042002,0.04516643,0.157085622843803
ENSG00000155906,RMND1,0.832047749,1.375032931,0.177819433,0.392229038979757
ENSG00000155926,SLA,-0.095753857,-0.235679015,0.815048998,0.911881763993666
ENSG00000155957,TMBIM4,0.115285931,0.546942622,0.587872534,0.777692532062641
ENSG00000155959,VBP1,-0.147648131,-0.79224399,0.433530773,0.66354437275142
ENSG00000155961,RAB39B,-0.548151469,-0.787352628,0.43635045,0.665721230971178
ENSG00000155962,CLIC2,0.233423919,0.19543268,0.846179132,0.927440173782164
ENSG00000155966,AFF2,0.005246765,0.004439053,0.996483247,0.998362533338632
ENSG00000155970,MICU3,0.079782424,0.142688127,0.887350956,0.947973107361669
ENSG00000155974,GRIP1,-3.343333312,-2.129070424,0.040326126,0.145155630137059
ENSG00000155975,VPS37A,0.734672665,2.564737343,0.014749822,0.0700069749003707
ENSG00000155980,KIF5A,-1.264400743,-1.264976903,0.214198563,0.441834413760447
ENSG00000156011,PSD3,-3.357329498,-2.308403891,0.026974829,0.108721886688963
ENSG00000156017,CARNMT1,0.302277463,1.336763323,0.189884604,0.408934620788478
